GEOID,Label for GEO_ID,Total,Less than 10 percent,10 to 14 percent,15 to 19 percent,20 to 24 percent,25 to 29 percent,30 to 34 percent,35 to 39 percent,40 to 49 percent,50 percent or more,Not Computed,Tract,County
1400000US06041104101,"Census Tract 1041.01, Marin County, California",813,35,46,82,87,117,125,85,60,143,33,104101,041
1400000US06041104102,"Census Tract 1041.02, Marin County, California",984,39,67,136,131,179,69,118,82,135,28,104102,041
1400000US06041104200,"Census Tract 1042, Marin County, California",673,23,41,109,105,87,56,69,38,114,31,104200,041
1400000US06041104300,"Census Tract 1043, Marin County, California",92,6,0,19,17,17,6,0,0,16,11,104300,041
1400000US06041105000,"Census Tract 1050, Marin County, California",515,0,48,44,32,24,18,32,29,88,200,105000,041
1400000US06041106001,"Census Tract 1060.01, Marin County, California","1,063",48,67,161,177,135,88,72,72,205,38,106001,041
1400000US06041106002,"Census Tract 1060.02, Marin County, California",533,40,63,56,88,82,39,45,12,97,11,106002,041
1400000US06041107000,"Census Tract 1070, Marin County, California",343,8,5,29,38,28,8,48,60,87,32,107000,041
1400000US06041108100,"Census Tract 1081, Marin County, California",326,8,17,40,56,62,33,6,6,61,37,108100,041
1400000US06041108200,"Census Tract 1082, Marin County, California","1,152",90,61,95,68,146,98,104,97,281,112,108200,041
1400000US06041109000,"Census Tract 1090, Marin County, California","1,857",58,191,300,193,178,215,141,143,362,76,109000,041
1400000US06041110100,"Census Tract 1101, Marin County, California",931,42,73,132,88,132,85,85,63,194,37,110100,041
1400000US06041110200,"Census Tract 1102, Marin County, California",109,7,0,23,23,15,8,8,0,17,8,110200,041
1400000US06041111000,"Census Tract 1110, Marin County, California","1,776",58,226,268,200,205,148,142,89,381,59,111000,041
1400000US06041112100,"Census Tract 1121, Marin County, California",863,17,98,119,110,102,90,64,79,155,29,112100,041
1400000US06041112200,"Census Tract 1122, Marin County, California","2,204",80,93,235,313,258,165,188,225,586,61,112200,041
1400000US06041113000,"Census Tract 1130, Marin County, California",390,10,19,23,51,37,9,45,44,144,8,113000,041
1400000US06041114100,"Census Tract 1141, Marin County, California",782,40,21,111,70,181,59,26,63,176,35,114100,041
1400000US06041114200,"Census Tract 1142, Marin County, California",510,17,43,36,49,89,113,44,45,63,11,114200,041
1400000US06041115000,"Census Tract 1150, Marin County, California",489,19,43,34,67,59,18,43,74,98,34,115000,041
1400000US06041116000,"Census Tract 1160, Marin County, California",422,7,13,72,76,47,34,27,47,92,7,116000,041
1400000US06041117000,"Census Tract 1170, Marin County, California",886,43,62,142,102,108,67,95,32,183,52,117000,041
1400000US06041118100,"Census Tract 1181, Marin County, California",108,0,24,14,7,12,0,0,0,39,12,118100,041
1400000US06041118200,"Census Tract 1182, Marin County, California",43,0,0,0,0,0,7,0,10,19,7,118200,041
1400000US06041119100,"Census Tract 1191, Marin County, California",442,38,68,60,52,42,41,9,31,95,6,119100,041
1400000US06041119200,"Census Tract 1192, Marin County, California","1,365",61,130,126,162,223,113,73,98,323,56,119200,041
1400000US06041120000,"Census Tract 1200, Marin County, California","1,199",86,83,147,165,136,111,75,101,242,53,120000,041
1400000US06041121100,"Census Tract 1211, Marin County, California",744,58,82,166,100,93,39,15,54,103,34,121100,041
1400000US06041121200,"Census Tract 1212, Marin County, California",863,38,83,95,142,137,107,53,46,154,8,121200,041
1400000US06041122000,"Census Tract 1220, Marin County, California",55,11,11,11,11,0,0,0,0,11,0,122000,041
1400000US06041123000,"Census Tract 1230, Marin County, California",232,25,19,19,19,21,12,14,23,68,12,123000,041
1400000US06041124100,"Census Tract 1241, Marin County, California",842,47,64,119,133,89,66,103,32,163,26,124100,041
1400000US06041124200,"Census Tract 1242, Marin County, California",819,101,33,122,114,143,76,16,104,71,39,124200,041
1400000US06041125000,"Census Tract 1250, Marin County, California","1,039",79,85,197,105,149,74,71,95,154,30,125000,041
1400000US06041126100,"Census Tract 1261, Marin County, California",639,36,27,189,74,89,78,11,29,87,19,126100,041
1400000US06041126200,"Census Tract 1262, Marin County, California",938,17,107,104,127,122,59,75,53,238,36,126200,041
1400000US06041127000,"Census Tract 1270, Marin County, California",679,29,44,121,112,74,105,44,23,99,28,127000,041
1400000US06041128100,"Census Tract 1281, Marin County, California",663,43,53,107,107,82,28,47,52,135,9,128100,041
1400000US06041128200,"Census Tract 1282, Marin County, California",411,46,65,43,46,79,18,9,10,68,27,128200,041
1400000US06041129000,"Census Tract 1290, Marin County, California",823,44,55,120,138,92,97,76,39,109,53,129000,041
1400000US06041130200,"Census Tract 1302, Marin County, California","2,253",225,343,333,284,207,148,150,123,374,66,130200,041
1400000US06041131000,"Census Tract 1310, Marin County, California",104,1,16,23,10,2,7,9,11,17,8,131000,041
1400000US06041132100,"Census Tract 1321, Marin County, California",373,26,49,40,24,28,34,11,33,91,37,132100,041
1400000US06041132200,"Census Tract 1322, Marin County, California",314,6,10,44,34,35,22,17,28,80,38,132200,041
1400000US06041133000,"Census Tract 1330, Marin County, California",315,28,39,34,40,11,28,4,8,85,38,133000,041
1400000US06055200201,"Census Tract 2002.01, Napa County, California",663,34,62,109,103,109,47,34,60,98,7,200201,055
1400000US06055200202,"Census Tract 2002.02, Napa County, California",831,43,71,157,89,74,113,41,70,143,30,200202,055
1400000US06055200203,"Census Tract 2002.03, Napa County, California",509,10,37,120,92,69,40,8,45,66,22,200203,055
1400000US06055200300,"Census Tract 2003, Napa County, California",997,18,109,141,143,157,72,69,84,158,46,200300,055
1400000US06055200400,"Census Tract 2004, Napa County, California",521,39,56,50,85,66,35,52,32,74,32,200400,055
1400000US06055200501,"Census Tract 2005.01, Napa County, California",762,22,64,150,75,99,62,64,45,154,27,200501,055
1400000US06055200502,"Census Tract 2005.02, Napa County, California","1,632",68,173,186,284,186,100,148,132,312,43,200502,055
1400000US06055200503,"Census Tract 2005.03, Napa County, California",497,25,41,122,37,105,61,22,26,58,0,200503,055
1400000US06055200600,"Census Tract 2006, Napa County, California",734,0,58,143,67,60,77,9,41,270,9,200600,055
1400000US06055200701,"Census Tract 2007.01, Napa County, California","1,082",47,138,163,187,122,105,69,81,142,28,200701,055
1400000US06055200702,"Census Tract 2007.02, Napa County, California",395,0,10,52,46,93,43,27,0,96,28,200702,055
1400000US06055200703,"Census Tract 2007.03, Napa County, California",71,7,0,21,0,27,0,8,0,8,0,200703,055
1400000US06055200801,"Census Tract 2008.01, Napa County, California","1,036",106,96,203,83,141,86,24,83,188,26,200801,055
1400000US06055200802,"Census Tract 2008.02, Napa County, California",974,28,67,142,151,64,89,67,94,250,22,200802,055
1400000US06055200900,"Census Tract 2009, Napa County, California",1,0,1,0,0,0,0,0,0,0,0,200900,055
1400000US06055201001,"Census Tract 2010.01, Napa County, California",226,7,42,56,20,12,19,11,7,38,14,201001,055
1400000US06055201002,"Census Tract 2010.02, Napa County, California",267,7,16,40,27,21,8,16,0,83,49,201002,055
1400000US06055201100,"Census Tract 2011, Napa County, California",277,12,37,19,33,21,27,0,28,38,62,201100,055
1400000US06055201200,"Census Tract 2012, Napa County, California",215,8,25,0,63,22,12,9,8,39,29,201200,055
1400000US06055201300,"Census Tract 2013, Napa County, California",294,33,25,38,56,22,34,9,9,37,31,201300,055
1400000US06055201400,"Census Tract 2014, Napa County, California",333,10,36,38,84,50,19,15,0,46,35,201400,055
1400000US06055201500,"Census Tract 2015, Napa County, California",168,27,14,17,23,18,9,14,7,13,26,201500,055
1400000US06055201600,"Census Tract 2016, Napa County, California","1,033",60,109,229,180,114,29,49,52,155,56,201600,055
1400000US06055201700,"Census Tract 2017, Napa County, California",660,70,82,137,85,64,57,33,11,74,47,201700,055
1400000US06055201800,"Census Tract 2018, Napa County, California",98,4,13,11,6,0,9,0,7,0,48,201800,055
1400000US06055201900,"Census Tract 2019, Napa County, California",100,2,6,13,21,7,0,0,7,23,21,201900,055
1400000US06055202000,"Census Tract 2020, Napa County, California",817,39,83,90,130,116,57,49,58,155,40,202000,055
1400000US06075010100,"Census Tract 101, San Francisco County, California","1,519",92,164,256,257,238,130,30,116,208,28,010100,075
1400000US06075010200,"Census Tract 102, San Francisco County, California","1,970",230,269,383,268,67,191,77,103,290,92,010200,075
1400000US06075010300,"Census Tract 103, San Francisco County, California","1,543",154,245,260,179,170,68,106,64,244,53,010300,075
1400000US06075010400,"Census Tract 104, San Francisco County, California","1,870",210,281,300,222,110,133,120,122,264,108,010400,075
1400000US06075010500,"Census Tract 105, San Francisco County, California","1,175",99,165,135,110,90,72,56,117,263,68,010500,075
1400000US06075010600,"Census Tract 106, San Francisco County, California","1,810",181,249,194,233,184,103,114,124,365,63,010600,075
1400000US06075010700,"Census Tract 107, San Francisco County, California","2,669",183,258,276,283,313,320,204,276,455,101,010700,075
1400000US06075010800,"Census Tract 108, San Francisco County, California","1,899",220,273,279,196,234,167,147,102,218,63,010800,075
1400000US06075010900,"Census Tract 109, San Francisco County, California","2,251",267,347,363,285,303,180,67,85,253,101,010900,075
1400000US06075011000,"Census Tract 110, San Francisco County, California","2,122",186,330,386,251,246,115,96,152,326,34,011000,075
1400000US06075011100,"Census Tract 111, San Francisco County, California","2,745",150,369,376,398,338,147,190,256,469,52,011100,075
1400000US06075011200,"Census Tract 112, San Francisco County, California","1,606",243,249,250,193,147,54,19,71,329,51,011200,075
1400000US06075011300,"Census Tract 113, San Francisco County, California","1,369",135,127,169,141,284,129,55,90,217,22,011300,075
1400000US06075011400,"Census Tract 114, San Francisco County, California","1,430",119,174,175,181,149,106,111,142,221,52,011400,075
1400000US06075011500,"Census Tract 115, San Francisco County, California",535,32,61,100,41,60,19,8,92,78,44,011500,075
1400000US06075011700,"Census Tract 117, San Francisco County, California",971,63,33,104,138,75,62,56,95,274,71,011700,075
1400000US06075011800,"Census Tract 118, San Francisco County, California",716,60,111,50,86,75,50,54,49,174,7,011800,075
1400000US06075011900,"Census Tract 119, San Francisco County, California","2,961",271,345,348,371,345,209,161,223,529,159,011900,075
1400000US06075012000,"Census Tract 120, San Francisco County, California","2,532",114,258,301,302,204,170,165,210,648,160,012000,075
1400000US06075012100,"Census Tract 121, San Francisco County, California","2,265",130,199,293,273,229,199,157,116,453,216,012100,075
1400000US06075012200,"Census Tract 122, San Francisco County, California","3,674",244,343,377,455,433,330,200,259,832,201,012200,075
1400000US06075012300,"Census Tract 123, San Francisco County, California","3,746",245,288,404,450,491,246,179,330,882,231,012300,075
1400000US06075012400,"Census Tract 124, San Francisco County, California","4,313",135,377,562,397,513,454,266,254,1075,280,012400,075
1400000US06075012500,"Census Tract 125, San Francisco County, California","4,205",235,313,384,316,667,364,270,387,1083,186,012500,075
1400000US06075012600,"Census Tract 126, San Francisco County, California","2,554",319,375,468,326,240,206,62,162,315,81,012600,075
1400000US06075012700,"Census Tract 127, San Francisco County, California","1,611",179,259,295,204,164,115,46,104,182,63,012700,075
1400000US06075012800,"Census Tract 128, San Francisco County, California","1,766",224,294,340,266,129,101,115,33,217,47,012800,075
1400000US06075012900,"Census Tract 129, San Francisco County, California","3,073",351,591,552,439,171,208,194,113,412,42,012900,075
1400000US06075013000,"Census Tract 130, San Francisco County, California","1,883",328,342,287,249,151,86,105,118,163,54,013000,075
1400000US06075013100,"Census Tract 131, San Francisco County, California","3,289",303,704,475,454,287,195,138,109,416,208,013100,075
1400000US06075013200,"Census Tract 132, San Francisco County, California","1,560",189,268,199,170,182,58,61,120,185,128,013200,075
1400000US06075013300,"Census Tract 133, San Francisco County, California","1,126",152,222,148,112,214,53,24,32,144,25,013300,075
1400000US06075013400,"Census Tract 134, San Francisco County, California","1,452",172,300,183,188,109,96,64,99,180,61,013400,075
1400000US06075013500,"Census Tract 135, San Francisco County, California","1,302",179,198,217,165,148,90,56,64,137,48,013500,075
1400000US06075015100,"Census Tract 151, San Francisco County, California","1,189",93,100,208,170,137,76,48,115,188,54,015100,075
1400000US06075015200,"Census Tract 152, San Francisco County, California","1,928",191,208,319,276,328,120,64,148,226,48,015200,075
1400000US06075015300,"Census Tract 153, San Francisco County, California",631,61,124,107,96,45,29,38,19,104,8,015300,075
1400000US06075015400,"Census Tract 154, San Francisco County, California","2,116",206,292,363,285,194,146,77,178,333,42,015400,075
1400000US06075015500,"Census Tract 155, San Francisco County, California","1,807",164,117,173,233,207,137,134,173,402,67,015500,075
1400000US06075015600,"Census Tract 156, San Francisco County, California",916,118,125,128,142,113,61,32,27,136,34,015600,075
1400000US06075015700,"Census Tract 157, San Francisco County, California","1,803",151,244,293,248,227,103,89,75,297,76,015700,075
1400000US06075015800,"Census Tract 158, San Francisco County, California","2,644",200,384,281,405,362,134,136,147,490,105,015800,075
1400000US06075015900,"Census Tract 159, San Francisco County, California","1,698",81,134,380,168,170,122,108,98,363,74,015900,075
1400000US06075016000,"Census Tract 160, San Francisco County, California","1,072",43,133,149,156,104,116,43,74,213,41,016000,075
1400000US06075016100,"Census Tract 161, San Francisco County, California","2,482",202,197,270,286,457,284,142,129,463,52,016100,075
1400000US06075016200,"Census Tract 162, San Francisco County, California","1,360",130,139,227,164,189,99,98,86,189,39,016200,075
1400000US06075016300,"Census Tract 163, San Francisco County, California","1,749",147,169,328,212,195,127,163,152,246,10,016300,075
1400000US06075016400,"Census Tract 164, San Francisco County, California","1,584",107,191,240,256,153,176,52,133,251,25,016400,075
1400000US06075016500,"Census Tract 165, San Francisco County, California","1,908",123,286,239,232,215,132,96,170,314,101,016500,075
1400000US06075016600,"Census Tract 166, San Francisco County, California","2,054",199,304,362,274,252,167,70,118,288,20,016600,075
1400000US06075016700,"Census Tract 167, San Francisco County, California","1,803",123,212,355,363,209,49,119,115,226,32,016700,075
1400000US06075016800,"Census Tract 168, San Francisco County, California","2,770",245,371,459,379,306,286,144,184,323,73,016800,075
1400000US06075016900,"Census Tract 169, San Francisco County, California","1,336",102,174,253,296,121,80,50,72,175,13,016900,075
1400000US06075017000,"Census Tract 170, San Francisco County, California","1,307",125,208,203,206,108,40,63,112,191,51,017000,075
1400000US06075017100,"Census Tract 171, San Francisco County, California","2,389",281,414,466,300,152,206,140,138,239,53,017100,075
1400000US06075017601,"Census Tract 176.01, San Francisco County, California","2,282",158,212,278,214,297,110,197,64,576,176,017601,075
1400000US06075017602,"Census Tract 176.02, San Francisco County, California",245,6,17,48,26,26,16,17,20,61,8,017602,075
1400000US06075017700,"Census Tract 177, San Francisco County, California",589,87,65,119,110,50,33,6,16,87,16,017700,075
1400000US06075017800,"Census Tract 178, San Francisco County, California","2,707",109,215,231,208,574,330,210,226,496,108,017800,075
1400000US06075017901,"Census Tract 179.01, San Francisco County, California","2,392",168,196,266,317,270,300,214,129,412,120,017901,075
1400000US06075017902,"Census Tract 179.02, San Francisco County, California",487,38,57,77,71,60,22,20,28,90,24,017902,075
1400000US06075018000,"Census Tract 180, San Francisco County, California",247,35,17,32,38,22,23,16,22,34,8,018000,075
1400000US06075020100,"Census Tract 201, San Francisco County, California","2,031",129,130,285,227,290,96,95,202,520,57,020100,075
1400000US06075020200,"Census Tract 202, San Francisco County, California","2,617",188,234,529,356,378,129,140,174,395,94,020200,075
1400000US06075020300,"Census Tract 203, San Francisco County, California","1,368",161,196,244,150,152,92,83,75,188,27,020300,075
1400000US06075020400,"Census Tract 204, San Francisco County, California","2,779",281,489,522,390,344,202,113,139,264,35,020400,075
1400000US06075020500,"Census Tract 205, San Francisco County, California",913,74,93,240,153,65,46,49,49,91,53,020500,075
1400000US06075020600,"Census Tract 206, San Francisco County, California","1,850",169,268,337,249,250,134,99,92,208,44,020600,075
1400000US06075020700,"Census Tract 207, San Francisco County, California","2,299",161,340,511,405,218,200,111,82,229,42,020700,075
1400000US06075020800,"Census Tract 208, San Francisco County, California","2,111",125,202,390,240,321,216,82,119,330,86,020800,075
1400000US06075020900,"Census Tract 209, San Francisco County, California","1,559",112,188,258,142,192,126,115,116,247,63,020900,075
1400000US06075021000,"Census Tract 210, San Francisco County, California","1,818",69,260,329,307,210,131,133,101,247,31,021000,075
1400000US06075021100,"Census Tract 211, San Francisco County, California","1,201",56,148,234,186,117,128,33,73,170,56,021100,075
1400000US06075021200,"Census Tract 212, San Francisco County, California",764,76,76,160,175,72,42,19,42,84,18,021200,075
1400000US06075021300,"Census Tract 213, San Francisco County, California",611,71,109,117,100,65,44,17,9,40,39,021300,075
1400000US06075021400,"Census Tract 214, San Francisco County, California","1,039",66,204,141,195,142,48,45,62,99,37,021400,075
1400000US06075021500,"Census Tract 215, San Francisco County, California","1,647",141,259,311,236,171,192,85,95,98,59,021500,075
1400000US06075021600,"Census Tract 216, San Francisco County, California",830,92,157,135,142,80,98,19,21,67,19,021600,075
1400000US06075021700,"Census Tract 217, San Francisco County, California",545,56,120,67,70,75,20,16,22,79,20,021700,075
1400000US06075021800,"Census Tract 218, San Francisco County, California",794,53,188,129,121,97,52,35,17,79,23,021800,075
1400000US06075022600,"Census Tract 226, San Francisco County, California",316,36,52,83,24,0,28,12,20,61,0,022600,075
1400000US06075022701,"Census Tract 227.01, San Francisco County, California",724,99,105,94,117,61,38,52,55,96,7,022701,075
1400000US06075022702,"Census Tract 227.02, San Francisco County, California",633,61,107,136,120,52,32,56,53,16,0,022702,075
1400000US06075022703,"Census Tract 227.03, San Francisco County, California","1,276",222,186,192,116,153,91,55,56,197,8,022703,075
1400000US06075022801,"Census Tract 228.01, San Francisco County, California",926,68,220,190,82,98,39,11,50,168,0,022801,075
1400000US06075022802,"Census Tract 228.02, San Francisco County, California",430,61,50,53,85,45,44,0,26,56,10,022802,075
1400000US06075022803,"Census Tract 228.03, San Francisco County, California","1,053",67,97,143,158,164,112,54,103,135,20,022803,075
1400000US06075022901,"Census Tract 229.01, San Francisco County, California","1,007",45,183,164,158,79,58,87,80,147,6,022901,075
1400000US06075022902,"Census Tract 229.02, San Francisco County, California",543,48,102,90,77,44,58,19,17,79,9,022902,075
1400000US06075022903,"Census Tract 229.03, San Francisco County, California",786,78,119,96,150,61,53,46,33,117,33,022903,075
1400000US06075023001,"Census Tract 230.01, San Francisco County, California",322,37,43,53,19,24,10,36,0,100,0,023001,075
1400000US06075023002,"Census Tract 230.02, San Francisco County, California",461,44,25,49,65,40,48,27,35,105,23,023002,075
1400000US06075023003,"Census Tract 230.03, San Francisco County, California",246,5,13,31,42,35,8,13,43,56,0,023003,075
1400000US06075023101,"Census Tract 231.01, San Francisco County, California",120,9,16,14,0,24,0,9,10,38,0,023101,075
1400000US06075023102,"Census Tract 231.02, San Francisco County, California",789,108,93,58,113,81,85,0,90,131,30,023102,075
1400000US06075023103,"Census Tract 231.03, San Francisco County, California","1,241",163,115,104,125,164,96,35,91,272,76,023103,075
1400000US06075023200,"Census Tract 232, San Francisco County, California",459,26,55,46,45,24,55,37,21,100,50,023200,075
1400000US06075023300,"Census Tract 233, San Francisco County, California",164,14,10,36,4,18,0,12,17,53,0,023300,075
1400000US06075023400,"Census Tract 234, San Francisco County, California",514,45,105,45,23,42,59,61,23,84,27,023400,075
1400000US06075025100,"Census Tract 251, San Francisco County, California",467,46,62,71,51,46,63,12,26,76,14,025100,075
1400000US06075025200,"Census Tract 252, San Francisco County, California",908,49,95,156,181,97,59,74,58,119,20,025200,075
1400000US06075025300,"Census Tract 253, San Francisco County, California","1,082",64,169,235,110,62,98,56,48,182,58,025300,075
1400000US06075025401,"Census Tract 254.01, San Francisco County, California",770,70,81,139,99,54,74,57,39,116,41,025401,075
1400000US06075025402,"Census Tract 254.02, San Francisco County, California",290,20,74,57,60,24,4,10,6,26,9,025402,075
1400000US06075025403,"Census Tract 254.03, San Francisco County, California",706,69,127,76,68,71,37,46,75,109,28,025403,075
1400000US06075025500,"Census Tract 255, San Francisco County, California",730,38,60,93,165,95,67,32,26,113,41,025500,075
1400000US06075025600,"Census Tract 256, San Francisco County, California",365,30,41,48,77,32,18,31,14,51,23,025600,075
1400000US06075025700,"Census Tract 257, San Francisco County, California",844,32,66,132,125,105,74,35,68,177,30,025700,075
1400000US06075025800,"Census Tract 258, San Francisco County, California",263,35,16,12,26,47,51,5,45,21,5,025800,075
1400000US06075025900,"Census Tract 259, San Francisco County, California",221,21,29,6,26,8,17,15,14,39,46,025900,075
1400000US06075026001,"Census Tract 260.01, San Francisco County, California",591,0,67,62,146,15,56,37,11,163,34,026001,075
1400000US06075026002,"Census Tract 260.02, San Francisco County, California",187,0,23,12,32,46,0,0,16,46,12,026002,075
1400000US06075026003,"Census Tract 260.03, San Francisco County, California",372,10,37,79,72,30,35,22,17,62,8,026003,075
1400000US06075026004,"Census Tract 260.04, San Francisco County, California",390,28,45,33,26,25,59,0,40,96,38,026004,075
1400000US06075026100,"Census Tract 261, San Francisco County, California",547,61,35,62,102,42,57,24,17,131,16,026100,075
1400000US06075026200,"Census Tract 262, San Francisco County, California",590,35,53,130,94,73,44,42,28,68,23,026200,075
1400000US06075026301,"Census Tract 263.01, San Francisco County, California",321,0,26,76,5,0,20,53,34,74,33,026301,075
1400000US06075026302,"Census Tract 263.02, San Francisco County, California",254,27,13,70,56,18,34,6,0,21,9,026302,075
1400000US06075026303,"Census Tract 263.03, San Francisco County, California",390,9,47,50,81,53,25,36,10,69,10,026303,075
1400000US06075026401,"Census Tract 264.01, San Francisco County, California",221,22,20,47,29,20,8,7,8,38,22,026401,075
1400000US06075026402,"Census Tract 264.02, San Francisco County, California",257,35,45,46,34,23,11,13,10,27,13,026402,075
1400000US06075026403,"Census Tract 264.03, San Francisco County, California",399,14,65,60,77,20,7,23,23,76,34,026403,075
1400000US06075026404,"Census Tract 264.04, San Francisco County, California",145,14,15,32,32,6,16,7,7,16,0,026404,075
1400000US06075030101,"Census Tract 301.01, San Francisco County, California","1,528",86,235,217,155,182,112,100,80,341,20,030101,075
1400000US06075030102,"Census Tract 301.02, San Francisco County, California","1,342",95,231,196,114,152,104,33,107,282,28,030102,075
1400000US06075030201,"Census Tract 302.01, San Francisco County, California","1,424",77,242,212,233,154,98,54,71,227,56,030201,075
1400000US06075030202,"Census Tract 302.02, San Francisco County, California","1,718",111,263,280,239,144,158,123,100,243,57,030202,075
1400000US06075030301,"Census Tract 303.01, San Francisco County, California","1,141",50,121,199,187,122,78,28,110,210,36,030301,075
1400000US06075030302,"Census Tract 303.02, San Francisco County, California",327,18,31,34,48,18,31,12,25,71,39,030302,075
1400000US06075030400,"Census Tract 304, San Francisco County, California",450,32,77,52,32,47,49,34,32,80,15,030400,075
1400000US06075030500,"Census Tract 305, San Francisco County, California",267,8,10,39,30,81,46,0,9,37,7,030500,075
1400000US06075030600,"Census Tract 306, San Francisco County, California",90,10,13,7,24,15,7,7,0,0,7,030600,075
1400000US06075030700,"Census Tract 307, San Francisco County, California",359,16,47,124,44,8,14,24,28,16,38,030700,075
1400000US06075030800,"Census Tract 308, San Francisco County, California",403,41,54,57,67,51,39,0,32,35,27,030800,075
1400000US06075030900,"Census Tract 309, San Francisco County, California",205,6,17,48,14,26,19,0,0,29,46,030900,075
1400000US06075031000,"Census Tract 310, San Francisco County, California",192,19,21,16,12,22,17,6,10,37,32,031000,075
1400000US06075031100,"Census Tract 311, San Francisco County, California",830,23,146,192,94,70,75,49,34,112,35,031100,075
1400000US06075031200,"Census Tract 312, San Francisco County, California",736,57,69,133,70,109,42,66,74,86,30,031200,075
1400000US06075031300,"Census Tract 313, San Francisco County, California",610,42,13,143,105,49,71,15,51,75,46,031300,075
1400000US06075031400,"Census Tract 314, San Francisco County, California",490,7,19,107,85,52,42,33,40,69,36,031400,075
1400000US06075032600,"Census Tract 326, San Francisco County, California","1,766",183,212,314,172,164,152,151,135,228,55,032600,075
1400000US06075032700,"Census Tract 327, San Francisco County, California",900,65,78,162,109,48,47,25,107,170,89,032700,075
1400000US06075032800,"Census Tract 328, San Francisco County, California","1,114",50,149,136,127,157,25,105,71,181,113,032800,075
1400000US06075032900,"Census Tract 329, San Francisco County, California",836,61,21,187,104,56,72,40,56,161,78,032900,075
1400000US06075033000,"Census Tract 330, San Francisco County, California",773,68,54,133,111,90,31,32,43,101,110,033000,075
1400000US06075033100,"Census Tract 331, San Francisco County, California",157,11,0,13,29,12,7,0,29,7,49,033100,075
1400000US06075033201,"Census Tract 332.01, San Francisco County, California",773,14,44,105,8,86,55,30,43,256,132,033201,075
1400000US06075033202,"Census Tract 332.02, San Francisco County, California","3,124",187,325,441,422,264,282,221,222,650,110,033202,075
1400000US06075035100,"Census Tract 351, San Francisco County, California","1,028",89,101,205,104,131,54,53,77,158,56,035100,075
1400000US06075035201,"Census Tract 352.01, San Francisco County, California",783,74,33,98,120,87,44,50,52,151,74,035201,075
1400000US06075035202,"Census Tract 352.02, San Francisco County, California","1,201",59,190,154,168,124,41,101,104,233,27,035202,075
1400000US06075035300,"Census Tract 353, San Francisco County, California",764,53,48,101,43,54,94,52,119,166,34,035300,075
1400000US06075035400,"Census Tract 354, San Francisco County, California",813,85,89,119,125,69,58,33,76,115,44,035400,075
1400000US06075040100,"Census Tract 401, San Francisco County, California","1,409",118,186,306,198,110,56,90,116,177,52,040100,075
1400000US06075040200,"Census Tract 402, San Francisco County, California","1,735",172,206,245,322,125,102,77,137,276,73,040200,075
1400000US06075042600,"Census Tract 426, San Francisco County, California","2,298",253,408,349,269,191,154,60,139,358,117,042600,075
1400000US06075042700,"Census Tract 427, San Francisco County, California","1,789",163,273,287,211,177,137,88,107,212,134,042700,075
1400000US06075042800,"Census Tract 428, San Francisco County, California",214,59,49,23,12,15,0,7,0,30,19,042800,075
1400000US06075045100,"Census Tract 451, San Francisco County, California","1,531",201,203,244,224,140,90,54,75,274,26,045100,075
1400000US06075045200,"Census Tract 452, San Francisco County, California","1,776",117,163,360,96,230,165,118,88,365,74,045200,075
1400000US06075047600,"Census Tract 476, San Francisco County, California","1,324",86,214,172,193,149,113,59,85,174,79,047600,075
1400000US06075047701,"Census Tract 477.01, San Francisco County, California","1,257",77,155,215,145,102,101,76,69,243,74,047701,075
1400000US06075047702,"Census Tract 477.02, San Francisco County, California",885,55,129,129,154,98,100,9,30,145,36,047702,075
1400000US06075047800,"Census Tract 478, San Francisco County, California","1,774",188,120,231,257,194,156,94,146,280,108,047800,075
1400000US06075047901,"Census Tract 479.01, San Francisco County, California","1,312",55,219,252,158,163,135,44,54,152,80,047901,075
1400000US06075047902,"Census Tract 479.02, San Francisco County, California",794,53,64,118,125,92,109,31,85,72,45,047902,075
1400000US06075060100,"Census Tract 601, San Francisco County, California",813,68,77,99,109,85,52,51,79,130,63,060100,075
1400000US06075060200,"Census Tract 602, San Francisco County, California",41,0,7,12,0,0,14,0,0,8,0,060200,075
1400000US06075060300,"Census Tract 603, San Francisco County, California",33,0,0,8,0,0,0,6,6,13,0,060300,075
1400000US06075060400,"Census Tract 604, San Francisco County, California",698,44,73,98,64,114,82,51,53,111,8,060400,075
1400000US06075060501,"Census Tract 605.01, San Francisco County, California",62,0,28,9,0,0,14,0,0,11,0,060501,075
1400000US06075060502,"Census Tract 605.02, San Francisco County, California",801,126,90,96,70,126,53,21,46,140,33,060502,075
1400000US06075060600,"Census Tract 606, San Francisco County, California",37,0,8,7,0,0,0,8,0,5,9,060600,075
1400000US06075060700,"Census Tract 607, San Francisco County, California",224,0,21,23,30,42,23,5,20,55,5,060700,075
1400000US06075060900,"Census Tract 609, San Francisco County, California",43,17,0,14,6,0,0,0,0,6,0,060900,075
1400000US06075061000,"Census Tract 610, San Francisco County, California",101,7,0,31,20,12,7,0,0,18,6,061000,075
1400000US06081600100,"Census Tract 6001, San Mateo County, California",560,33,60,75,91,26,62,29,64,101,19,600100,081
1400000US06081600200,"Census Tract 6002, San Mateo County, California",313,18,57,47,40,13,22,13,33,65,5,600200,081
1400000US06081600300,"Census Tract 6003, San Mateo County, California",169,0,8,23,40,15,19,15,0,42,7,600300,081
1400000US06081600400,"Census Tract 6004, San Mateo County, California",470,31,29,39,97,106,26,28,26,44,44,600400,081
