06,001,402200,06001402200
06,001,403501,06001403501
06,001,403502,06001403502
06,001,403701,06001403701
06,001,403702,06001403702
06,001,404101,06001404101
06,001,404102,06001404102
06,001,405301,06001405301
06,001,405302,06001405302
06,001,405401,06001405401
06,001,405402,06001405402
06,001,405901,06001405901
06,001,405902,06001405902
06,001,406601,06001406601
06,001,406602,06001406602
06,001,407101,06001407101
06,001,407102,06001407102
06,001,410500,06001410500
06,001,425101,06001425101
06,001,425102,06001425102
06,001,425103,06001425103
06,001,425104,06001425104
06,001,428700,06001428700
06,001,430101,06001430101
06,001,430102,06001430102
06,001,432300,06001432300
06,001,432501,06001432501
06,001,432502,06001432502
06,001,433103,06001433103
06,001,433104,06001433104
06,001,435103,06001435103
06,001,435104,06001435104
06,001,435601,06001435601
06,001,435602,06001435602
06,001,437101,06001437101
06,001,437102,06001437102
06,001,437701,06001437701
06,001,437702,06001437702
06,001,438203,06001438203
06,001,438204,06001438204
06,001,440333,06001440333
06,001,440334,06001440334
06,001,440335,06001440335
06,001,440336,06001440336
06,001,441523,06001441523
06,001,441524,06001441524
06,001,441924,06001441924
06,001,441925,06001441925
06,001,441926,06001441926
06,001,441927,06001441927
06,001,442301,06001442301
06,001,442302,06001442302
06,001,442601,06001442601
06,001,442602,06001442602
06,001,443104,06001443104
06,001,443105,06001443105
06,001,443321,06001443321
06,001,443322,06001443322
06,001,444301,06001444301
06,001,444302,06001444302
06,001,444601,06001444601
06,001,444602,06001444602
06,001,450101,06001450101
06,001,450102,06001450102
06,001,450501,06001450501
06,001,450502,06001450502
06,001,450743,06001450743
06,001,450744,06001450744
06,001,450745,06001450745
06,001,450746,06001450746
06,001,450750,06001450750
06,001,450751,06001450751
06,001,450752,06001450752
06,001,451403,06001451403
06,001,451404,06001451404
06,001,451504,06001451504
06,001,451505,06001451505
06,001,451506,06001451506
06,001,451703,06001451703
06,001,451704,06001451704
06,001,981900,06001981900
06,001,982000,06001982000
06,001,983200,06001983200
06,001,990000,06001990000
06,005,000101,06005000101
06,005,000102,06005000102
06,005,000303,06005000303
06,005,000304,06005000304
06,007,000103,06007000103
06,007,000104,06007000104
06,007,000401,06007000401
06,007,000402,06007000402
06,007,000901,06007000901
06,007,000903,06007000903
06,007,000904,06007000904
06,007,001703,06007001703
06,007,001704,06007001704
06,007,002601,06007002601
06,007,002602,06007002602
06,007,003001,06007003001
06,007,003002,06007003002
06,007,003501,06007003501
06,007,003502,06007003502
06,007,003700,06007003700
06,009,000121,06009000121
06,009,000122,06009000122
06,009,000501,06009000501
06,009,000503,06009000503
06,009,000504,06009000504
06,013,302005,06013302005
