GEOID,Median_Rent
1400000US06059042114,1923
1400000US06059042115,1402
1400000US06059042116,1913
1400000US06059042201,2042
1400000US06059042203,2450
1400000US06059042205,2381
1400000US06059042206,2336
1400000US06059042305,2642
1400000US06059042307,1898
1400000US06059042311,3487
1400000US06059042312,1844
1400000US06059042313,1828
1400000US06059042315,2019
1400000US06059042317,2294
1400000US06059042319,3500
1400000US06059042320,2166
1400000US06059042323,2228
1400000US06059042324,2526
1400000US06059042325,2445
1400000US06059042326,2370
1400000US06059042327,2580
1400000US06059042328,-
1400000US06059042329,2456
1400000US06059042330,2258
1400000US06059042331,2279
1400000US06059042332,2320
1400000US06059042333,2419
1400000US06059042334,1908
1400000US06059042335,2223
1400000US06059042336,3264
1400000US06059042337,3453
1400000US06059042338,2744
1400000US06059042339,2296
1400000US06059042340,1931
1400000US06059042341,2340
1400000US06059052408,3500
1400000US06059052410,2218
1400000US06059052411,2458
1400000US06059052415,2766
1400000US06059052416,2070
1400000US06059052417,3500
1400000US06059052419,2778
1400000US06059052421,2779
1400000US06059052422,2342
1400000US06059052423,1930
1400000US06059052424,1930
1400000US06059052425,1897
1400000US06059052427,2493
1400000US06059052428,2007
1400000US06059052429,2465
1400000US06059052430,2739
1400000US06059052431,2610
1400000US06059052432,2568
1400000US06059052433,2331
1400000US06059052434,3155
1400000US06059052435,2527
1400000US06059052436,2775
1400000US06059052437,2378
1400000US06059052438,2581
1400000US06059052439,3281
1400000US06059052502,2478
1400000US06059052505,2297
1400000US06059052506,2976
1400000US06059052511,2491
1400000US06059052513,2261
1400000US06059052514,2337
1400000US06059052518,2407
1400000US06059052519,2134
1400000US06059052520,2716
1400000US06059052521,2253
1400000US06059052522,2855
1400000US06059052523,2728
1400000US06059052524,2482
1400000US06059052526,3054
1400000US06059052527,2514
1400000US06059052528,2462
1400000US06059052529,3036
1400000US06059052530,2644
1400000US06059052531,2774
1400000US06059052532,1965
1400000US06059052533,2678
1400000US06059052534,2349
1400000US06059052535,1885
1400000US06059062605,2180
1400000US06059062610,2396
1400000US06059062611,2343
1400000US06059062614,1423
1400000US06059062619,2601
1400000US06059062620,2902
1400000US06059062622,1696
1400000US06059062625,1930
1400000US06059062626,2269
1400000US06059062627,2295
1400000US06059062628,2861
1400000US06059062629,3500
1400000US06059062630,2932
1400000US06059062631,3500
1400000US06059062632,2688
1400000US06059062633,3162
1400000US06059062634,2488
1400000US06059062635,2776
1400000US06059062636,2351
1400000US06059062637,2402
1400000US06059062638,2200
1400000US06059062639,1830
1400000US06059062640,2146
1400000US06059062641,2184
1400000US06059062642,3500
1400000US06059062643,2445
1400000US06059062645,2868
1400000US06059062646,1755
1400000US06059062647,2180
1400000US06059062648,1985
1400000US06059062649,1977
1400000US06059062650,2964
1400000US06059062651,2220
1400000US06059062652,2450
1400000US06059062653,2569
1400000US06059062654,2796
1400000US06059062655,3126
1400000US06059062656,2150
1400000US06059062657,2795
1400000US06059062658,2270
1400000US06059062701,3221
1400000US06059062702,3120
1400000US06059062800,2302
1400000US06059062900,2386
1400000US06059063004,2180
1400000US06059063005,3320
1400000US06059063006,2141
1400000US06059063007,2666
1400000US06059063008,3500
1400000US06059063009,3500
1400000US06059063010,1938
1400000US06059063101,2049
1400000US06059063102,2171
1400000US06059063103,1839
1400000US06059063201,1915
1400000US06059063202,1908
1400000US06059063301,2131
1400000US06059063302,2352
1400000US06059063400,2356
1400000US06059063500,2241
1400000US06059063601,2283
1400000US06059063603,1916
1400000US06059063604,1637
1400000US06059063605,1719
1400000US06059063701,1679
1400000US06059063702,1715
1400000US06059063802,1798
1400000US06059063803,1857
1400000US06059063805,2164
1400000US06059063806,1804
1400000US06059063807,1932
1400000US06059063808,1815
1400000US06059063902,1986
1400000US06059063903,1936
1400000US06059063904,1661
1400000US06059063905,2093
1400000US06059063906,1740
1400000US06059063908,1934
1400000US06059063909,2497
1400000US06059063910,2622
1400000US06059074003,2481
1400000US06059074004,1881
1400000US06059074005,1456
1400000US06059074006,1768
1400000US06059074102,1823
1400000US06059074103,2127
1400000US06059074106,1813
1400000US06059074107,1924
1400000US06059074108,1910
1400000US06059074109,1770
1400000US06059074110,2575
1400000US06059074111,1771
1400000US06059074200,1764
1400000US06059074300,1592
1400000US06059074403,1274
1400000US06059074405,1280
1400000US06059074406,1363
1400000US06059074407,1711
1400000US06059074408,1702
1400000US06059074501,1213
1400000US06059074502,1409
1400000US06059074601,1598
1400000US06059074602,1632
1400000US06059074701,1457
1400000US06059074702,1701
1400000US06059074801,1777
1400000US06059074802,1476
1400000US06059074803,1738
1400000US06059074805,1807
1400000US06059074806,1335
1400000US06059074901,1391
1400000US06059074902,1430
1400000US06059075002,1301
1400000US06059075003,1358
1400000US06059075004,1299
1400000US06059075100,1425
1400000US06059075201,1899
1400000US06059075202,1253
1400000US06059075301,1620
1400000US06059075302,1901
1400000US06059075303,1460
1400000US06059075401,1392
1400000US06059075403,2071
1400000US06059075404,1855
1400000US06059075405,1886
1400000US06059075504,1660
1400000US06059075505,1636
1400000US06059075506,2156
1400000US06059075507,1828
1400000US06059075512,1776
1400000US06059075513,1862
1400000US06059075514,1604
1400000US06059075516,2277
1400000US06059075517,1792
1400000US06059075518,1570
1400000US06059075603,2074
1400000US06059075604,2103
1400000US06059075605,1860
1400000US06059075606,-
1400000US06059075607,2330
1400000US06059075701,1780
1400000US06059075702,1691
1400000US06059075703,2766
1400000US06059075805,1813
1400000US06059075806,1529
1400000US06059075807,1965
1400000US06059075808,3500
1400000US06059075809,-
1400000US06059075810,-
1400000US06059075811,1719
1400000US06059075812,1695
1400000US06059075813,2321
1400000US06059075814,1986
1400000US06059075815,2329
1400000US06059075816,1556
1400000US06059075901,1718
1400000US06059075902,1630
1400000US06059076001,1816
1400000US06059076002,2221
1400000US06059076102,1793
1400000US06059076103,1639
1400000US06059076104,2398
1400000US06059076105,1841
1400000US06059076201,2273
1400000US06059076202,1800
1400000US06059076204,1329
1400000US06059076205,2133
1400000US06059076206,1951
1400000US06059076208,1919
1400000US06059086301,1487
1400000US06059086303,2113
1400000US06059086304,1735
1400000US06059086305,3216
1400000US06059086306,1963
1400000US06059086402,1560
1400000US06059086404,1820
1400000US06059086405,1673
1400000US06059086406,1732
1400000US06059086407,1823
1400000US06059086501,1581
1400000US06059086502,1359
1400000US06059086601,1533
1400000US06059086602,1763
1400000US06059086701,1614
1400000US06059086702,1636
1400000US06059086801,1508
1400000US06059086802,1833
1400000US06059086803,1791
1400000US06059086901,1644
1400000US06059086902,1893
1400000US06059086903,1651
1400000US06059087001,1600
1400000US06059087002,1669
1400000US06059087101,1633
1400000US06059087102,1774
1400000US06059087103,1707
1400000US06059087105,1546
1400000US06059087106,1302
1400000US06059087200,1687
1400000US06059087301,1533
1400000US06059087302,1693
1400000US06059087401,2225
1400000US06059087403,1581
1400000US06059087404,1584
1400000US06059087405,1413
1400000US06059087503,1867
1400000US06059087504,1649
1400000US06059087505,1389
1400000US06059087601,1631
1400000US06059087602,1726
1400000US06059087701,1460
1400000US06059087703,1829
1400000US06059087704,1798
1400000US06059087801,1749
1400000US06059087802,1647
1400000US06059087803,1822
1400000US06059087805,1682
1400000US06059087806,1628
1400000US06059087901,1677
1400000US06059087902,1688
1400000US06059088001,1906
1400000US06059088002,1669
1400000US06059088101,2136
1400000US06059088104,1627
1400000US06059088105,-
1400000US06059088106,1632
1400000US06059088107,1498
1400000US06059088201,1463
1400000US06059088202,2196
1400000US06059088203,1403
1400000US06059088301,1305
1400000US06059088302,1850
1400000US06059088401,-
1400000US06059088402,1450
1400000US06059088403,1802
1400000US06059088501,1476
1400000US06059088502,1581
1400000US06059088601,1680
1400000US06059088602,1607
1400000US06059088701,1400
1400000US06059088702,1775
1400000US06059088801,1712
1400000US06059088802,1825
1400000US06059088901,1750
1400000US06059088902,1528
1400000US06059088903,1903
1400000US06059088904,1911
1400000US06059088905,1764
1400000US06059089001,1679
1400000US06059089003,2023
1400000US06059089004,1752
1400000US06059089102,1983
1400000US06059089104,1287
1400000US06059089105,1686
1400000US06059089106,1463
1400000US06059089107,2556
1400000US06059099202,1770
1400000US06059099203,1909
1400000US06059099204,1727
1400000US06059099212,1905
1400000US06059099214,2279
1400000US06059099215,1898
1400000US06059099216,2132
1400000US06059099217,3083
1400000US06059099220,2189
1400000US06059099222,2069
1400000US06059099223,1789
1400000US06059099224,2083
1400000US06059099225,-
1400000US06059099226,1858
1400000US06059099227,1954
1400000US06059099229,1994
1400000US06059099230,2196
1400000US06059099231,3500
1400000US06059099232,2926
1400000US06059099233,3168
1400000US06059099234,-
1400000US06059099235,2017
1400000US06059099237,3010
1400000US06059099238,3165
1400000US06059099239,3500
1400000US06059099240,1924
1400000US06059099241,1846
1400000US06059099242,2673
1400000US06059099243,2633
1400000US06059099244,2128
1400000US06059099245,2829
1400000US06059099246,2904
1400000US06059099247,1482
1400000US06059099248,1695
1400000US06059099249,1584
1400000US06059099250,2120
1400000US06059099251,2058
1400000US06059099305,1890
1400000US06059099306,1736
1400000US06059099307,2724
1400000US06059099308,3500
1400000US06059099309,2091
1400000US06059099310,1945
1400000US06059099311,1965
1400000US06059099402,1615
1400000US06059099404,1861
1400000US06059099405,1944
1400000US06059099406,1872
1400000US06059099407,1722
1400000US06059099408,2206
1400000US06059099410,1808
1400000US06059099411,1946
1400000US06059099412,1980
1400000US06059099415,2258
1400000US06059099416,1930
1400000US06059099417,2113
1400000US06059099418,1648
1400000US06059099419,1631
1400000US06059099502,2216
1400000US06059099504,3273
1400000US06059099506,1897
1400000US06059099508,2117
1400000US06059099509,-
1400000US06059099510,652
1400000US06059099511,1938
1400000US06059099512,2086
1400000US06059099513,1821
1400000US06059099514,3186
1400000US06059099601,1463
1400000US06059099602,1997
1400000US06059099603,2234
1400000US06059099604,2963
1400000US06059099605,2442
1400000US06059099701,1390
1400000US06059099702,1381
1400000US06059099703,2166
1400000US06059099801,1689
1400000US06059099802,1470
1400000US06059099803,1345
1400000US06059099902,1868
1400000US06059099903,1713
1400000US06059099904,1605
1400000US06059099905,1679
1400000US06059099906,3220
1400000US06059110001,2161
1400000US06059110003,1434
1400000US06059110004,2677
1400000US06059110005,2795
1400000US06059110006,2848
1400000US06059110007,3500
1400000US06059110008,2213
1400000US06059110010,2228
1400000US06059110011,2404
1400000US06059110012,2677
1400000US06059110014,1878
1400000US06059110015,2667
1400000US06059110102,2109
1400000US06059110104,1814
1400000US06059110106,2308
1400000US06059110108,2009
1400000US06059110109,1836
1400000US06059110110,1770
1400000US06059110111,2062
1400000US06059110113,657
1400000US06059110114,2254
1400000US06059110115,1900
1400000US06059110116,1735
1400000US06059110117,2118
1400000US06059110118,-
1400000US06059110201,1777
1400000US06059110202,1727
1400000US06059110203,1862
1400000US06059110301,1860
1400000US06059110302,1695
1400000US06059110303,2219
1400000US06059110304,2428
1400000US06059110401,1996
1400000US06059110402,1578
1400000US06059110500,1423
1400000US06059110603,1693
1400000US06059110604,2438
1400000US06059110605,2422
1400000US06059110606,1588
1400000US06059110607,2060
1400000US06059980000,-
1400000US06059990100,-
1400000US06061020104,1123
1400000US06061020105,1150
1400000US06061020106,1152
1400000US06061020107,1283
1400000US06061020200,1074
1400000US06061020300,1189
1400000US06061020401,1090
1400000US06061020402,1363
1400000US06061020501,1586
1400000US06061020502,971
1400000US06061020601,-
1400000US06061020604,1877
1400000US06061020605,2551
1400000US06061020606,3125
1400000US06061020607,1786
1400000US06061020608,1756
1400000US06061020710,1857
1400000US06061020711,1449
1400000US06061020712,1365
1400000US06061020713,1572
1400000US06061020714,1453
1400000US06061020715,1564
1400000US06061020717,1913
1400000US06061020805,1608
1400000US06061020806,1466
1400000US06061020901,1312
1400000US06061020908,1603
1400000US06061021003,1836
1400000US06061021034,2309
1400000US06061021037,1428
1400000US06061021038,1311
1400000US06061021039,2111
1400000US06061021040,1600
1400000US06061021043,1813
1400000US06061021044,1695
1400000US06061021045,1238
1400000US06061021046,1713
1400000US06061021047,2014
1400000US06061021048,2345
1400000US06061021103,1571
1400000US06061021106,1837
1400000US06061021108,1349
1400000US06061021109,1702
1400000US06061021122,2033
1400000US06061021123,1986
1400000US06061021128,2243
1400000US06061021129,1490
1400000US06061021130,1730
1400000US06061021131,1581
1400000US06061021203,1525
1400000US06061021204,1587
1400000US06061021304,1412
1400000US06061021323,1652
1400000US06061021324,3116
1400000US06061021325,1160
1400000US06061021326,-
1400000US06061021327,1143
1400000US06061021328,1493
1400000US06061021401,1566
1400000US06061021403,1277
1400000US06061021501,1464
1400000US06061021502,1592
1400000US06061021603,1255
1400000US06061021604,2025
1400000US06061021801,-
1400000US06061021802,1173
1400000US06061021901,916
1400000US06061021902,1983
1400000US06061022002,1363
1400000US06061022011,1470
1400000US06061022013,1354
1400000US06061022014,1500
1400000US06061022100,-
1400000US06061022200,-
1400000US06061022300,1184
1400000US06061022400,1663
1400000US06061022500,-
1400000US06061022600,1764
1400000US06061022800,1915
1400000US06061022900,1835
1400000US06061023000,2422
1400000US06061023100,2277
1400000US06061023200,2384
1400000US06061023300,2285
1400000US06061023400,2225
1400000US06061023501,-
1400000US06061023502,2266
1400000US06061023600,2052
1400000US06061023700,1825
1400000US06061023800,1948
1400000US06061023900,1464
1400000US06061990000,-
1400000US06063000100,1074
1400000US06063000201,1120
1400000US06063000202,964
1400000US06063000300,773
1400000US06063000400,692
1400000US06063000501,703
1400000US06063000502,790
1400000US06065030101,1895
1400000US06065030103,1181
1400000US06065030104,1878
1400000US06065030200,1322
1400000US06065030300,1135
1400000US06065030400,1062
1400000US06065030501,1052
1400000US06065030502,1147
1400000US06065030503,1101
1400000US06065030602,2260
1400000US06065030603,2059
1400000US06065030604,-
1400000US06065030605,3250
1400000US06065030700,1218
1400000US06065030800,1391
1400000US06065030900,1183
1400000US06065031001,1345
1400000US06065031002,1613
1400000US06065031100,1503
1400000US06065031200,1663
1400000US06065031300,1634
1400000US06065031401,1356
1400000US06065031402,1582
1400000US06065031501,1454
1400000US06065031503,1524
1400000US06065031504,1300
1400000US06065031601,1536
1400000US06065031602,1319
1400000US06065031701,-
1400000US06065031702,2023
1400000US06065031703,1815
1400000US06065031704,1258
1400000US06065040101,1162
1400000US06065040102,1519
1400000US06065040201,1587
1400000US06065040202,1509
1400000US06065040203,1191
1400000US06065040204,1122
1400000US06065040302,2286
1400000US06065040303,1516
1400000US06065040304,833
1400000US06065040305,1319
1400000US06065040402,1447
1400000US06065040403,1695
1400000US06065040404,1777
1400000US06065040405,2208
1400000US06065040501,1510
1400000US06065040502,1545
1400000US06065040503,1303
1400000US06065040603,1532
1400000US06065040604,2060
1400000US06065040605,1201
1400000US06065040606,1583
1400000US06065040609,2615
1400000US06065040611,2896
1400000US06065040616,2929
1400000US06065040617,2847
1400000US06065040618,2173
1400000US06065040619,2817
1400000US06065040620,2598
1400000US06065040621,2813
1400000US06065040622,2600
1400000US06065040701,2531
1400000US06065040702,1654
1400000US06065040703,1786
1400000US06065040806,2780
1400000US06065040807,2621
1400000US06065040808,1536
1400000US06065040809,1703
1400000US06065040812,1310
1400000US06065040813,2572
1400000US06065040814,1792
1400000US06065040815,1857
1400000US06065040816,2058
1400000US06065040821,1824
1400000US06065040901,1833
1400000US06065040902,1301
1400000US06065040903,1517
1400000US06065040904,1840
1400000US06065041001,1512
1400000US06065041002,1318
1400000US06065041003,1363
1400000US06065041004,1623
1400000US06065041101,1186
1400000US06065041102,1292
1400000US06065041201,1125
1400000US06065041202,1640
1400000US06065041203,1416
1400000US06065041301,1547
1400000US06065041302,1316
1400000US06065041403,1374
1400000US06065041404,2042
1400000US06065041405,1522
1400000US06065041406,1708
1400000US06065041407,1348
1400000US06065041408,1623
1400000US06065041410,1268
1400000US06065041411,1830
1400000US06065041412,1852
1400000US06065041413,2569
1400000US06065041414,2138
1400000US06065041415,-
1400000US06065041500,1826
1400000US06065041601,1220
1400000US06065041602,1267
1400000US06065041702,1635
1400000US06065041703,1358
1400000US06065041704,1086
1400000US06065041803,3268
1400000US06065041804,3045
1400000US06065041805,1808
1400000US06065041806,3500
1400000US06065041807,2313
1400000US06065041808,2558
1400000US06065041809,1627
1400000US06065041810,2734
1400000US06065041812,2368
1400000US06065041813,1260
1400000US06065041904,2736
1400000US06065041905,1689
1400000US06065041906,1566
1400000US06065041909,1411
1400000US06065041910,2149
1400000US06065041912,2166
1400000US06065041913,1762
1400000US06065041914,2592
1400000US06065041915,2913
1400000US06065042003,2625
1400000US06065042004,-
1400000US06065042005,2811
1400000US06065042007,1566
1400000US06065042008,-
1400000US06065042009,1478
1400000US06065042010,1362
1400000US06065042012,1967
1400000US06065042015,2344
1400000US06065042016,2335
1400000US06065042017,2267
1400000US06065042018,2363
1400000US06065042206,1541
1400000US06065042207,1717
1400000US06065042208,1853
1400000US06065042209,1336
1400000US06065042210,1452
1400000US06065042212,1707
1400000US06065042213,1434
1400000US06065042214,2126
1400000US06065042217,1408
1400000US06065042300,1213
1400000US06065042401,1856
1400000US06065042402,1849
1400000US06065042403,2071
1400000US06065042404,1304
1400000US06065042405,1327
1400000US06065042406,1572
1400000US06065042407,1525
1400000US06065042408,1198
1400000US06065042409,1562
1400000US06065042410,2197
1400000US06065042411,2055
1400000US06065042412,2370
1400000US06065042505,1197
1400000US06065042507,1771
1400000US06065042508,1415
1400000US06065042509,1324
1400000US06065042510,1792
1400000US06065042511,1531
1400000US06065042512,1386
1400000US06065042513,1784
1400000US06065042514,1446
1400000US06065042515,1154
1400000US06065042516,1229
1400000US06065042517,1755
1400000US06065042518,1825
1400000US06065042519,1397
1400000US06065042520,1129
1400000US06065042521,1587
1400000US06065042522,1704
1400000US06065042523,1725
1400000US06065042621,1817
1400000US06065042622,1745
1400000US06065042623,2107
1400000US06065042624,1521
1400000US06065042625,1289
1400000US06065042626,1938
1400000US06065042627,1691
1400000US06065042628,1278
1400000US06065042629,1804
1400000US06065042630,2038
1400000US06065042631,1638
1400000US06065042632,2079
1400000US06065042708,1649
1400000US06065042709,1174
1400000US06065042711,1219
1400000US06065042714,2421
1400000US06065042716,2086
1400000US06065042717,1565
1400000US06065042719,1110
1400000US06065042720,1192
1400000US06065042723,1303
1400000US06065042724,2142
1400000US06065042726,1813
1400000US06065042728,1565
1400000US06065042730,1546
1400000US06065042731,1898
1400000US06065042732,2172
1400000US06065042733,2444
1400000US06065042737,2333
1400000US06065042738,1870
1400000US06065042739,2224
1400000US06065042740,1607
1400000US06065042741,1125
1400000US06065042742,1921
1400000US06065042743,2063
1400000US06065042744,1125
1400000US06065042745,1739
1400000US06065042746,1693
1400000US06065042747,1310
1400000US06065042748,2458
1400000US06065042749,1664
1400000US06065042750,-
1400000US06065042751,1539
1400000US06065042752,1753
1400000US06065042801,1267
1400000US06065042802,1157
1400000US06065042902,1113
1400000US06065042903,1204
1400000US06065042905,1113
1400000US06065042906,1114
1400000US06065042907,1212
1400000US06065042908,1113
1400000US06065043001,1111
1400000US06065043003,1275
1400000US06065043005,1261
1400000US06065043006,1146
1400000US06065043007,2565
1400000US06065043008,1880
1400000US06065043009,2100
1400000US06065043010,1949
1400000US06065043201,2491
1400000US06065043202,2609
1400000US06065043203,2050
1400000US06065043204,2734
1400000US06065043205,1917
1400000US06065043206,1624
1400000US06065043207,1970
1400000US06065043208,2468
1400000US06065043209,1853
1400000US06065043210,1863
1400000US06065043211,2258
1400000US06065043216,1718
1400000US06065043217,1897
1400000US06065043218,1979
1400000US06065043220,1573
1400000US06065043222,1836
1400000US06065043227,1890
1400000US06065043228,1822
1400000US06065043229,2105
1400000US06065043235,2654
1400000US06065043246,2429
1400000US06065043248,2868
1400000US06065043252,2516
1400000US06065043254,2028
1400000US06065043256,1920
1400000US06065043262,1849
1400000US06065043264,2207
1400000US06065043265,2276
1400000US06065043266,1795
1400000US06065043267,2339
1400000US06065043270,1898
1400000US06065043271,1627
1400000US06065043272,1997
1400000US06065043274,1534
1400000US06065043276,2137
1400000US06065043278,2206
1400000US06065043279,1670
1400000US06065043292,1790
1400000US06065043293,2127
1400000US06065043294,2100
1400000US06065043295,2208
1400000US06065043296,2227
1400000US06065043297,2354
1400000US06065043298,1734
1400000US06065043304,1679
1400000US06065043306,1467
1400000US06065043307,1162
1400000US06065043308,961
1400000US06065043309,1059
1400000US06065043310,1191
1400000US06065043311,1334
1400000US06065043312,1409
1400000US06065043313,1282
1400000US06065043314,1245
1400000US06065043315,1647
1400000US06065043316,1350
1400000US06065043318,-
1400000US06065043319,1469
1400000US06065043401,1142
1400000US06065043403,1051
1400000US06065043404,1136
1400000US06065043405,879
1400000US06065043503,1281
1400000US06065043505,1122
1400000US06065043506,1841
1400000US06065043509,1433
1400000US06065043512,1549
1400000US06065043513,1395
1400000US06065043517,1853
1400000US06065043518,1504
1400000US06065043519,-
1400000US06065043520,-
1400000US06065043521,813
1400000US06065043522,1061
1400000US06065043523,910
1400000US06065043524,1531
1400000US06065043601,1038
1400000US06065043602,1128
1400000US06065043701,1071
1400000US06065043702,998
1400000US06065043703,1286
1400000US06065043802,1438
1400000US06065043807,953
1400000US06065043809,1077
1400000US06065043810,1978
1400000US06065043812,1716
1400000US06065043813,1086
1400000US06065043818,1968
1400000US06065043820,2244
1400000US06065043821,908
1400000US06065043822,2031
1400000US06065043823,2268
1400000US06065043824,1181
1400000US06065043900,1024
1400000US06065044000,978
1400000US06065044101,886
1400000US06065044102,1127
1400000US06065044103,1008
1400000US06065044104,1207
1400000US06065044200,981
1400000US06065044300,1189
1400000US06065044403,839
1400000US06065044404,1060
1400000US06065044405,1227
1400000US06065044406,-
1400000US06065044407,1148
1400000US06065044505,1176
1400000US06065044507,1057
1400000US06065044509,817
1400000US06065044510,986
1400000US06065044515,1176
1400000US06065044516,1093
1400000US06065044517,1367
1400000US06065044518,1420
1400000US06065044520,1139
1400000US06065044521,1385
1400000US06065044523,877
1400000US06065044524,971
1400000US06065044602,1228
1400000US06065044604,1885
1400000US06065044605,954
1400000US06065044606,1040
1400000US06065044701,1052
1400000US06065044702,1242
1400000US06065044804,1124
1400000US06065044805,1162
1400000US06065044806,1177
1400000US06065044807,1275
1400000US06065044904,1958
1400000US06065044907,1211
1400000US06065044911,982
1400000US06065044916,1142
1400000US06065044917,2188
1400000US06065044918,1706
1400000US06065044919,1506
1400000US06065044921,3500
1400000US06065044922,1811
1400000US06065044923,1133
1400000US06065044924,1587
1400000US06065044925,1670
1400000US06065044926,1295
1400000US06065044927,1382
1400000US06065044928,2572
1400000US06065044929,1369
1400000US06065044930,1256
1400000US06065044931,1833
1400000US06065044932,1867
1400000US06065044933,1215
1400000US06065044934,981
1400000US06065045000,895
1400000US06065045103,1040
1400000US06065045109,1662
1400000US06065045110,1672
1400000US06065045114,2209
1400000US06065045115,1981
1400000US06065045116,1128
1400000US06065045117,1312
1400000US06065045118,989
1400000US06065045119,1526
1400000US06065045120,1343
1400000US06065045122,715
1400000US06065045123,1471
1400000US06065045124,994
1400000US06065045125,1879
1400000US06065045126,1219
1400000US06065045127,1139
1400000US06065045128,-
1400000US06065045129,850
1400000US06065045207,1135
1400000US06065045209,1050
1400000US06065045212,1461
1400000US06065045213,1703
1400000US06065045214,1863
1400000US06065045216,1818
1400000US06065045217,1080
1400000US06065045222,1814
1400000US06065045224,1508
1400000US06065045226,1886
1400000US06065045228,2035
1400000US06065045233,1395
1400000US06065045234,1765
1400000US06065045235,1846
1400000US06065045302,1007
1400000US06065045303,857
1400000US06065045305,2212
1400000US06065045306,2248
1400000US06065045501,868
1400000US06065045502,885
1400000US06065045606,1993
1400000US06065045610,629
1400000US06065045611,576
1400000US06065045612,-
1400000US06065045613,2267
1400000US06065045614,-
1400000US06065045615,665
1400000US06065045616,-
1400000US06065045617,1093
1400000US06065045618,496
1400000US06065045619,638
1400000US06065045703,771
1400000US06065045704,847
1400000US06065045706,751
1400000US06065045707,832
1400000US06065045708,893
1400000US06065045709,768
1400000US06065045900,549
1400000US06065046101,731
1400000US06065046102,783
1400000US06065046103,1081
1400000US06065046200,680
1400000US06065046401,1203
1400000US06065046402,1354
1400000US06065046403,1509
1400000US06065046404,1678
1400000US06065046405,1559
1400000US06065046501,-
1400000US06065046502,1242
1400000US06065046601,437
1400000US06065046602,2206
1400000US06065046700,1318
1400000US06065046800,1825
1400000US06065046900,952
1400000US06065047000,1025
1400000US06065047201,667
1400000US06065047202,738
1400000US06065047901,2603
1400000US06065047902,-
1400000US06065048100,2965
1400000US06065048200,2391
1400000US06065048300,1898
1400000US06065048700,1967
1400000US06065048800,1603
1400000US06065048901,1738
1400000US06065048902,1143
1400000US06065049001,1827
1400000US06065049002,2229
1400000US06065049101,1155
1400000US06065049102,1700
1400000US06065049400,1634
1400000US06065049501,859
1400000US06065049502,563
1400000US06065049600,2267
1400000US06065049701,2243
1400000US06065049702,2705
1400000US06065049800,1660
1400000US06065050301,2238
1400000US06065050302,2171
1400000US06065050401,2412
1400000US06065050402,1890
1400000US06065050501,1352
1400000US06065050502,1934
1400000US06065050503,1642
1400000US06065050600,1510
1400000US06065050701,2092
1400000US06065050702,2185
1400000US06065050901,1805
1400000US06065050902,1895
1400000US06065051100,1820
1400000US06065051200,978
1400000US06065051301,1265
1400000US06065051302,990
1400000US06065051401,2775
1400000US06065051402,1784
1400000US06065940100,-
1400000US06065940400,1184
1400000US06065940500,1526
1400000US06065940600,2177
1400000US06065940700,1493
1400000US06065940800,1231
1400000US06065940900,1514
1400000US06065941001,1144
1400000US06065941002,1558
1400000US06065941100,1342
1400000US06065941200,1781
1400000US06065941300,1334
1400000US06065941400,1129
1400000US06065941500,1090
1400000US06065980004,-
1400000US06065981000,-
1400000US06067000100,1509
1400000US06067000200,1746
1400000US06067000300,1782
1400000US06067000400,1100
1400000US06067000501,1129
1400000US06067000502,1219
1400000US06067000600,846
1400000US06067000700,319
1400000US06067000800,1492
1400000US06067001102,1374
1400000US06067001103,675
1400000US06067001201,1109
1400000US06067001202,935
1400000US06067001300,1100
1400000US06067001400,1045
1400000US06067001500,1594
1400000US06067001601,1694
1400000US06067001602,1784
1400000US06067001701,1373
1400000US06067001702,554
1400000US06067001800,1238
1400000US06067001900,1158
1400000US06067002000,1289
1400000US06067002100,1152
1400000US06067002200,803
1400000US06067002300,1963
1400000US06067002400,1314
1400000US06067002500,1517
1400000US06067002600,1295
1400000US06067002700,1052
1400000US06067002800,1209
1400000US06067002900,1479
1400000US06067003001,1186
1400000US06067003002,1209
1400000US06067003101,1292
1400000US06067003102,1264
1400000US06067003202,1025
1400000US06067003203,1209
1400000US06067003204,1185
1400000US06067003300,1488
1400000US06067003400,1202
1400000US06067003501,862
1400000US06067003502,1335
1400000US06067003600,1273
1400000US06067003700,1056
1400000US06067003800,1585
1400000US06067003900,1208
1400000US06067004005,1476
1400000US06067004006,1411
1400000US06067004008,1579
1400000US06067004011,1700
1400000US06067004012,1707
1400000US06067004013,1215
1400000US06067004014,1205
1400000US06067004015,1359
1400000US06067004016,1620
1400000US06067004017,1599
1400000US06067004018,1653
1400000US06067004019,1331
1400000US06067004020,1618
1400000US06067004100,1025
1400000US06067004201,1471
1400000US06067004202,868
1400000US06067004203,868
1400000US06067004301,1714
1400000US06067004302,1656
1400000US06067004401,1154
1400000US06067004402,1079
1400000US06067004501,1022
1400000US06067004502,1058
1400000US06067004602,1003
1400000US06067004603,1140
1400000US06067004604,1052
1400000US06067004701,1006
1400000US06067004702,1192
1400000US06067004801,1175
1400000US06067004802,1146
1400000US06067004904,1248
1400000US06067004906,1464
1400000US06067004907,952
1400000US06067004908,1544
1400000US06067004909,941
1400000US06067004910,1125
1400000US06067005002,1012
1400000US06067005003,1442
1400000US06067005004,1231
1400000US06067005101,1165
1400000US06067005102,1359
1400000US06067005201,998
1400000US06067005202,1530
1400000US06067005204,1181
1400000US06067005205,1419
